author,author_type,location,deal_type,accommodation_type,floors_count,rooms_count,total_meters,price,district,underground,price_per_meter,availability_underground
Владис,real_estate_agent,Москва,sale,flat,13,5,148.0,34000000.0,Восточное Дегунино,Яхромская,229730,True
Tekta Group,developer,Москва,sale,flat,34,5,108.3,45204420.0,Нагорный,Нагорная,417400,True
ZIP Realty,real_estate_agent,Москва,sale,flat,10,5,200.0,69900000.0,Кунцево,Крылатское,349500,True
ID 13953021,homeowner,Москва,sale,flat,17,5,112.0,43000000.0,Черемушки,Профсоюзная,383929,True
Центр-Инвест,developer,Москва,sale,flat,9,5,296.4,260639043.0,Таганский,Китай-город,879349,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,5,5,141.2,116000000.0,Мещанский,Сухаревская,821530,True
Century21 Феникс,real_estate_agent,Москва,sale,flat,16,5,112.5,29950000.0,Братеево,Алма-Атинская,266222,True
Ташир,developer,Москва,sale,flat,21,5,214.0,107856000.0,Очаково-Матвеевское,Давыдково,504000,True
Whitewill,real_estate_agent,Москва,sale,flat,11,5,343.0,825000000.0,Хамовники,Спортивная,2405248,True
Whitewill,real_estate_agent,Москва,sale,flat,8,5,469.9,1800000000.0,Хамовники,Кропоткинская,3830602,True
ФСК,developer,Москва,sale,flat,47,5,128.0,89824000.0,Обручевский,Калужская,701750,True
NIKA ESTATE,real_estate_agent,Москва,sale,flat,8,5,222.0,257000000.0,Раменки,Ломоносовский проспект,1157658,True
Intermark Real Estate,real_estate_agent,Москва,sale,flat,7,5,260.0,197000000.0,Хамовники,Кропоткинская,757692,True
Донстрой,developer,Москва,sale,flat,19,5,224.5,299932000.0,Замоскворечье,Новокузнецкая,1336000,True
Whitewill,real_estate_agent,Москва,sale,flat,8,5,222.0,257500000.0,Раменки,Ломоносовский проспект,1159910,True
Светлана Носова,realtor,Москва,sale,flat,23,5,125.2,63000000.0,Ясенево,Ясенево,503195,True
Level Group,developer,Москва,sale,flat,13,5,111.8,48556211.0,Басманный,Электрозаводская,434313,True
PEOPLE,real_estate_agent,Москва,sale,flat,21,5,242.0,240000000.0,Пресненский,Улица 1905 года,991736,True
ID 77800543,realtor,Москва,sale,flat,5,5,188.1,105000000.0,Тверской,Пушкинская,558214,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,22,5,183.2,139500000.0,Раменки,Раменки,761463,True
Азиза Шажен-Батуева,realtor,Москва,sale,flat,12,5,102.0,22200000.0,Отрадное,Отрадное,217647,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,6,5,319.3,250000000.0,Беговой,Белорусская,782963,True
Терра-недвижимость,real_estate_agent,Москва,sale,flat,4,5,400.0,99000000.0,Южное Тушино,Сходненская,247500,True
КОРТРОС,developer,Москва,sale,flat,24,5,118.89,51003810.0,Останкинский,Алексеевская,429000,True
Yhome,real_estate_agent,Москва,sale,flat,17,5,310.0,330000000.0,Пресненский,Улица 1905 года,1064516,True
Whitewill,real_estate_agent,Москва,sale,flat,19,5,147.9,95000000.0,Алексеевский,Алексеевская,642326,True
Эталон,developer,Москва,sale,flat,27,5,159.7,79920610.0,Даниловский,Технопарк,500442,True
NIKA ESTATE,real_estate_agent,Москва,sale,flat,8,5,457.5,869991299.0,Тверской,Тверская,1901620,True
Century 21 Street Realty,real_estate_agent,Москва,sale,flat,5,5,85.2,19500000.0,Новогиреево,Новогиреево,228873,True
Optima Development,developer,Москва,sale,flat,41,5,162.9,107136000.0,Хорошевский,ЦСКА,657680,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,4,5,211.5,95000000.0,Крылатское,Молодёжная,449173,True
Метриум Премиум - отдел вторичной недвижимости,real_estate_agent,Москва,sale,flat,16,5,167.2,75000000.0,Покровское-Стрешнево,Спартак,448565,True
ФСК,developer,Москва,sale,flat,29,5,128.4,77416130.0,Нагатино-Садовники,Нагатинская,602929,True
Whitewill,real_estate_agent,Москва,sale,flat,53,5,231.0,157000000.0,Раменки,Ломоносовский проспект,679654,True
ID 22653,real_estate_agent,Москва,sale,flat,22,5,170.0,103000000.0,Обручевский,Новаторская,605882,True
Whitewill,real_estate_agent,Москва,sale,flat,4,5,211.3,95000000.0,Крылатское,Молодёжная,449598,True
ДСК,real_estate_agent,Москва,sale,flat,18,5,113.7,27000000.0,Южное Медведково,Свиблово,237467,True
Contact Real Estate,real_estate_agent,Москва,sale,flat,6,5,200.0,208000000.0,Замоскворечье,Третьяковская,1040000,True
СТ Тауэрс,developer,Москва,sale,flat,66,5,593.3,1067940000.0,Пресненский,Москва-Сити,1800000,True
А101,developer,Москва,sale,flat,16,5,144.6,71218273.0,Сокол,Октябрьское поле,492519,True
NIKA ESTATE,real_estate_agent,Москва,sale,flat,26,5,302.0,170000000.0,Очаково-Матвеевское,Матвеевская,562914,True
Point Estate Город,real_estate_agent,Москва,sale,flat,4,5,160.0,125000000.0,Гагаринский,Ленинский проспект,781250,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,18,5,220.0,90000000.0,Раменки,Минская,409091,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,16,5,174.2,82000000.0,Аэропорт,Петровский Парк,470723,True
NIKA ESTATE,real_estate_agent,Москва,sale,flat,12,5,300.0,250000000.0,Замоскворечье,Новокузнецкая,833333,True
Est-a-Tet – Вторичная недвижимость,real_estate_agent,Москва,sale,flat,16,5,111.9,23000000.0,Южное Бутово,Улица Скобелевская,205541,True
А101,developer,Москва,sale,flat,23,5,187.8,31717701.0,Южное Бутово,Бульвар Адмирала Ушакова,168891,True
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,10,5,250.0,225000000.0,Хамовники,Фрунзенская,900000,True
Whitewill,real_estate_agent,Москва,sale,flat,13,5,136.62,105000000.0,Раменки,Минская,768555,True
Светлана Иванова,realtor,Москва,sale,flat,12,5,99.4,21000000.0,Марьино,Перерва,211268,True
Sminex,developer,Москва,sale,flat,22,5,226.4,242770000.0,Пресненский,Улица 1905 года,1072306,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,41,5,165.0,215000000.0,Раменки,Кутузовская,1303030,True
Ольга Леонтьева,realtor,Москва,sale,flat,17,5,135.0,34880000.0,Тропарево-Никулино,Озёрная,258370,True
Донстрой,developer,Москва,sale,flat,13,5,151.3,91581890.0,Хорошево-Мневники,Терехово ,605300,True
Kalinka Group,real_estate_agent,Москва,sale,flat,7,5,247.7,285000000.0,Пресненский,Арбатская,1150585,True
NBRealty,real_estate_agent,Москва,sale,flat,9,5,206.0,260000000.0,Хамовники,Киевская,1262136,True
Tekta Group,developer,Москва,sale,flat,27,5,138.7,73885490.0,Даниловский,Крестьянская застава,532700,True
NIKA ESTATE,real_estate_agent,Москва,sale,flat,24,5,415.0,150000000.0,Щукино,Октябрьское поле,361446,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,35,5,298.9,220000000.0,Щукино,Щукинская,736032,True
Донстрой,developer,Москва,sale,flat,19,5,160.1,100606840.0,Хорошево-Мневники,Терехово ,628400,True
Центрис,real_estate_agent,Москва,sale,flat,11,5,320.0,534765000.0,Хамовники,Фрунзенская,1671141,True
Октава-Недвижимость,real_estate_agent,Москва,sale,flat,9,5,110.0,41300000.0,Красносельский,Красные ворота,375455,True
Донстрой,developer,Москва,sale,flat,19,5,224.4,308774400.0,Замоскворечье,Новокузнецкая,1376000,True
Whitewill,real_estate_agent,Москва,sale,flat,8,5,340.0,490000000.0,Арбат,Арбатская,1441176,True
Smolenka Estate,real_estate_agent,Москва,sale,flat,5,5,215.0,71000000.0,Лианозово,Лианозово,330233,True
Донстрой,developer,Москва,sale,flat,24,5,182.1,322134900.0,Замоскворечье,Новокузнецкая,1769000,True
NIKA ESTATE,real_estate_agent,Москва,sale,flat,7,5,271.7,294000000.0,Хамовники,Смоленская,1082076,True
Contact Real Estate,real_estate_agent,Москва,sale,flat,7,5,265.0,450000000.0,Таганский,Таганская,1698113,True
Sminex,developer,Москва,sale,flat,8,5,459.4,2147483647.0,Якиманка,Полянка,4674540,True
Intermark Real Estate,real_estate_agent,Москва,sale,flat,7,5,242.0,200000000.0,Пресненский,Арбатская,826446,True
Имена,developer,Москва,sale,flat,14,5,158.27,144342240.0,Дорогомилово,Киевская,912000,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,4,5,192.1,112000000.0,Крылатское,Молодёжная,583030,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,14,5,166.3,75000000.0,Аэропорт,Петровский Парк,450992,True
Regions Development,developer,Москва,sale,flat,24,5,162.2,76617580.0,Нагатинский затон,Технопарк,472365,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,4,5,396.0,997920000.0,Таганский,Китай-город,2520000,True
Андрей Парамзин,realtor,Москва,sale,flat,7,5,122.0,33000000.0,Южнопортовый,Дубровка,270492,True
Hutton Development,developer,Москва,sale,flat,6,5,239.3,502530000.0,Якиманка,Новокузнецкая,2100000,True
Intermark Real Estate,real_estate_agent,Москва,sale,flat,7,5,271.7,294000000.0,Хамовники,Смоленская,1082076,True
FS PROPERTY,real_estate_agent,Москва,sale,flat,8,5,206.5,631337399.0,Арбат,Арбатская,3057324,True
Донстрой,developer,Москва,sale,flat,22,5,144.8,89862880.0,Хорошево-Мневники,Терехово ,620600,True
Kalinka Group,real_estate_agent,Москва,sale,flat,6,5,225.0,620000000.0,Пресненский,Пушкинская,2755556,True
Киноцентр,developer,Москва,sale,flat,20,5,216.0,220320000.0,Пресненский,Краснопресненская,1020000,True
Kalinka Group,real_estate_agent,Москва,sale,flat,37,5,216.4,130000000.0,Тропарево-Никулино,Тропарёво,600739,True
Monumental Group,real_estate_agent,Москва,sale,flat,7,5,200.0,85000000.0,Филевский парк,Багратионовская,425000,True
Tekta Group,developer,Москва,sale,flat,27,5,144.5,81165650.0,Даниловский,Крестьянская застава,561700,True
Космополис,real_estate_agent,Москва,sale,flat,23,5,199.0,59980000.0,Гагаринский,Вавиловская,301407,True
Октябрьская,real_estate_agent,Москва,sale,flat,5,5,98.2,24500000.0,Сокольники,Сокольники,249491,True
Tekta Group,developer,Москва,sale,flat,27,5,144.0,79617600.0,Даниловский,Крестьянская застава,552900,True
Whitewill,real_estate_agent,Москва,sale,flat,9,5,162.0,265500000.0,Арбат,Арбатская,1638889,True
Ольга Фраткина,realtor,Москва,sale,flat,17,5,175.8,40000000.0,Можайский,Рабочий посёлок,227531,True
Sminex,developer,Москва,sale,flat,23,5,298.3,472040000.0,Пресненский,Улица 1905 года,1582434,True
